"",tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
267,-1006075904,negative,1,Lost Luggage,1,US Airways,,itsjustdoc,,0,@USAirways it's not a consolation because my bags are somewhere else which is a real impediment to me going on a different vacation,,2015-02-17 09:50:33 -0800,Ohio,Quito
268,-2029891583,neutral,1,,,Virgin America,,loungesong,,0,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,,2015-02-17 09:50:39 -0800,,
269,-2046660608,neutral,0,,,Southwest,,DustinSoper,,0,"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!",,2015-02-17 09:50:56 -0800,Nashville TN,Eastern Time (US & Canada)
270,-1333628928,positive,1,,,Delta,,iSocialFanz,,0,@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!,,2015-02-17 09:51:00 -0800,Phoenix Az,Arizona
271,-448647168,negative,0,Flight Booking Problems,0.6756,United,,ColtSTaylor,,0,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,,2015-02-17 09:51:25 -0800,All Over The World,
272,-733868032,negative,1,Cancelled Flight,1,US Airways,,Kyle_Clarke528,,0,@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.,,2015-02-17 09:51:41 -0800,Worthington Ohio,Central Time (US & Canada)
273,25722881,positive,1,,,Southwest,,PaytonTaylor129,,1,@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR,,2015-02-17 09:55:44 -0800,Nashville TN,Quito
274,-1031647232,negative,1,Customer Service Issue,0.6737,Virgin America,,texasjuls,,0,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,,2015-02-17 09:56:23 -0800,Texas,Central Time (US & Canada)
275,-318242816,neutral,1,,,United,,aries83861,,0,@united Is there a way to get  a copy of Feb's edition of Hemisphere magazine with out flying?,,2015-02-17 09:57:08 -0800,ottawa,
276,-134086656,positive,1,,,Southwest,,DustinSoper,,0,@SouthwestAir Thanks a ton!,,2015-02-17 09:57:21 -0800,Nashville TN,Eastern Time (US & Canada)
277,910315520,negative,1,Cancelled Flight,1,Southwest,,susanpaint,,0,@SouthwestAir I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather.,,2015-02-17 09:58:13 -0800,,
278,-1605865470,negative,1,Customer Service Issue,1,United,,mosesfreund,,0,@united costumer service sucks! Waiting for a week for a response,,2015-02-17 09:58:24 -0800,,
279,-465420287,negative,0,Customer Service Issue,0.6632,Southwest,,beccalauren2011,,0,@SouthwestAir Trying to add my dog on the flight but can't get through.,,2015-02-17 09:58:38 -0800,SMALL TOWN USA,Central Time (US & Canada)
280,1586003968,negative,1,Customer Service Issue,1,US Airways,,ALHphoto,,0,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,,2015-02-17 09:58:42 -0800,RaleighNC,Atlantic Time (Canada)
281,361234432,negative,1,Customer Service Issue,0.6854,United,,elliotg9,,0,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,,2015-02-17 09:58:53 -0800,,
282,-1417142272,negative,1,Lost Luggage,1,United,,jrrodrig57,,0,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,,2015-02-17 09:58:54 -0800,,
283,1032355841,negative,1,Late Flight,0.7055,United,,rfogarty41,,0,@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,,2015-02-17 09:59:46 -0800,,
284,1010978817,negative,1,Late Flight,1,United,,JenSpnSuperstar,,0,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,,2015-02-17 10:00:17 -0800,Houston Texas,Central Time (US & Canada)
285,88625154,neutral,1,,,US Airways,,JKrace45,,0,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,,2015-02-17 10:00:51 -0800,,
286,1212706817,negative,1,Customer Service Issue,0.6738,US Airways,,ALHphoto,,0,@USAirways cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before,,2015-02-17 10:01:38 -0800,RaleighNC,Atlantic Time (Canada)
287,-1266147327,positive,0,,0,Southwest,,GameDaySweetie,,0,@SouthwestAir thank you someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response,,2015-02-17 10:02:12 -0800,Nashville TN,
288,591953921,negative,0,Late Flight,0.3573,Virgin America,,jonovoss,,0,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,,2015-02-17 10:02:26 -0800,Washington DC,Atlantic Time (Canada)
289,2051174400,positive,1,,,United,,MaryStinchfield,,0,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,,2015-02-17 10:04:55 -0800,"Massachusetts  ",
290,-1929220096,negative,1,Bad Flight,1,United,,tcfitz3,,0,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,,2015-02-17 10:04:58 -0800,Houston,Central Time (US & Canada)
291,1703432193,positive,1,,,Southwest,,GameDaySweetie,,0,@SouthwestAir always when I fly SW. #loyalRRmember,,2015-02-17 10:04:59 -0800,Nashville TN,
292,-566095871,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw,,2015-02-17 10:05:06 -0800,USA,Sydney
293,927490048,negative,1,Late Flight,1,United,,TuraPeter,,0,@united when is my plane coming?  Been delayed for almost 7 hours. No plane.,,2015-02-17 10:06:57 -0800,,
294,1644711936,negative,1,Customer Service Issue,0.3505,US Airways,,jameypricephoto,,0,@USAirways I believe you. But in all seriousness what's an acceptable time I should have this expense on my name that wasn't my fault....,,2015-02-17 10:08:27 -0800,,Eastern Time (US & Canada)
295,398589952,negative,1,Cancelled Flight,0.6401,Delta,,alsonmusical,,0,@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue,,2015-02-17 10:09:27 -0800,Yauco Puerto Rico,Central Time (US & Canada)
296,-1991757823,neutral,0,,0,United,,MoonSetGallery,,0,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,,2015-02-17 10:09:50 -0800,Southern New Jersey,Eastern Time (US & Canada)
297,-2016927744,negative,1,Cancelled Flight,0.6474,US Airways,,cnichols9,,0,@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems,,2015-02-17 10:09:51 -0800,Georgia,
299,784859137,negative,1,Lost Luggage,1,Southwest,,9ad16006a6014a6,,0,@SouthwestAir can i have my bags back   ding!!,,2015-02-17 10:11:07 -0800,,
300,142741505,negative,1,Customer Service Issue,1,Southwest,,LedPinkCloudz,,0,@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!,,2015-02-17 10:11:24 -0800,Las Vegas NV,Pacific Time (US & Canada)
301,-435658751,negative,1,Cancelled Flight,1,Southwest,,JaleenaPosty,,0,@SouthwestAir Flight Cancelled Flightled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?,,2015-02-17 10:11:35 -0800,,
302,1195532288,neutral,0,,0,Southwest,,RBrandtPhoto,,0,@SouthwestAir I am following you now. I don't think I can DM until you follow me.,,2015-02-17 10:12:04 -0800,,
303,222433280,neutral,0,,0,Southwest,,RBrandtPhoto,,0,@SouthwestAir or you could send me a DM.,,2015-02-17 10:12:23 -0800,,
304,-666341375,negative,1,Late Flight,1,United,,MsDMichelle,,0,@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,,2015-02-17 10:13:00 -0800,Washington DC,Eastern Time (US & Canada)
305,-419270656,negative,1,Customer Service Issue,1,Southwest,,LedPinkCloudz,,0,@SouthwestAir worst customer service Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment,,2015-02-17 10:13:33 -0800,Las Vegas NV,Pacific Time (US & Canada)
306,1334341633,positive,0,,,United,,RWMann,,0,@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.,,2015-02-17 10:14:11 -0800,Port Washington NY 11050,Eastern Time (US & Canada)
307,-355983360,negative,1,Bad Flight,1,United,,fshubert,,0,@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,,2015-02-17 10:14:38 -0800,Northwestern NJ,Eastern Time (US & Canada)
308,125960193,negative,0,Bad Flight,0.6778,Virgin America,,tan_talize,,0,@VirginAmerica mood lighting on point🙌 Reclining my seat kickin up my feet💤,,2015-02-17 10:14:38 -0800,LA&OC,
309,843599875,negative,1,Flight Attendant Complaints,1,US Airways,,sampleonephl,,0,@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???,,2015-02-17 10:14:41 -0800,NYC,Central Time (US & Canada)
310,-1274515455,negative,1,Lost Luggage,0.6716,United,,jholowka,,0,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,,2015-02-17 10:14:55 -0800,Toronto,Eastern Time (US & Canada)
311,524443648,neutral,1,,,Southwest,,deantak,,0,@SouthwestAir followed.,,2015-02-17 10:15:33 -0800,Silicon Valley,Pacific Time (US & Canada)
312,-708284416,neutral,1,,,Delta,,CinziannaP,,0,@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!,,2015-02-17 10:15:42 -0800,,Eastern Time (US & Canada)
313,-1882718206,neutral,0,,,Southwest,,JosephGruber,,0,@SouthwestAir Already rebooked for tomorrow. Fingers crossed!,,2015-02-17 10:18:06 -0800,Arlington VA,Eastern Time (US & Canada)
314,2063745025,neutral,1,,,Delta,,labeles,,0,@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?,,2015-02-17 10:18:09 -0800,,
315,-1496821760,positive,1,,,Delta,,amyfame,,0,@JetBlue Thank you!,,2015-02-17 10:19:15 -0800,,Eastern Time (US & Canada)
316,2030583810,negative,1,Cancelled Flight,0.6227,Southwest,,BernhardtJH,,0,@SouthwestAir @BernhardtJH I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund,,2015-02-17 10:20:01 -0800,Columbus OH,Eastern Time (US & Canada)
317,-1182244863,neutral,0,,0,United,,rdahlstrom99,,0,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",,2015-02-17 10:20:25 -0800,ÜT: 40.635407-73.991869,
318,-570286079,positive,1,,,Southwest,,StarkTTT,,0,@SouthwestAir yes. Thank you. Oct 25-oct 31,,2015-02-17 10:20:46 -0800,Château d'If,Central Time (US & Canada)
319,1058332672,negative,1,Can't Tell,0.6551,Southwest,,joycarmody,,0,@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!,,2015-02-17 10:20:49 -0800,Tampa,
320,348274688,negative,1,Customer Service Issue,1,Southwest,,justinmcintosh,,1,@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!,,2015-02-17 10:21:03 -0800,iPhone: 36.205651-86.695243,Central Time (US & Canada)
321,935878656,negative,0,Cancelled Flight,0.3571,Southwest,,RobinDamato,,0,@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight,,2015-02-17 10:21:16 -0800,Orchard Park NY,
322,-887861248,positive,0,,0,US Airways,,TreyWheelerCEO,,0,@USAirways — I had exceptional service on flight #403 from IND to PHX!!,[36.08584875 -115.14968355],2015-02-17 10:22:47 -0800,Lima OH,Eastern Time (US & Canada)
323,323506176,negative,1,Can't Tell,1,US Airways,,_JoeChuck,,0,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you,,2015-02-17 10:23:13 -0800,"CT to Queens ",Eastern Time (US & Canada)
324,-880656384,negative,0,Customer Service Issue,0.9594,Southwest,negative,bdhatch1,Customer Service Issue,0,@SouthwestAir please send me a number to call to talk to a person and not be put on hold,,2015-02-17 10:24:38 -0800,,Eastern Time (US & Canada)
325,-519950336,negative,0,Flight Booking Problems,0.6923,Southwest,,jonw4570,,0,@SouthwestAir no had to rebook my flight myself and am about to board in bham.,,2015-02-17 10:26:42 -0800,Huntsville AL,Central Time (US & Canada)
326,-578682880,negative,1,Customer Service Issue,0.6748,Southwest,,dallendoug,,0,@SouthwestAir there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes.,,2015-02-17 10:26:51 -0800,Washington DC,
327,742522880,negative,1,Cancelled Flight,1,Southwest,,dallendoug,,0,@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?,,2015-02-17 10:27:34 -0800,Washington DC,
328,-775786495,negative,1,Flight Booking Problems,0.3429,United,,courtneymjay,,0,@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!,,2015-02-17 10:28:14 -0800,,Atlantic Time (Canada)
329,1703030784,negative,0,Late Flight,0.3474,Southwest,,caralageson,,0,@SouthwestAir can someone help me set up a callback today?,,2015-02-17 10:28:16 -0800,Cleveland Ohio,Central Time (US & Canada)
330,-167641086,negative,0,Customer Service Issue,0.6439,Southwest,,dallendoug,,0,"@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part.",,2015-02-17 10:28:33 -0800,Washington DC,
331,-410509312,negative,1,Late Flight,0.6667,United,,fshubert,,0,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.,,2015-02-17 10:28:49 -0800,Northwestern NJ,Eastern Time (US & Canada)
332,-1874309120,neutral,1,,,US Airways,,ewenmilligan,,0,@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,,2015-02-17 10:28:52 -0800,Fife Dunfermline,London
333,1140989952,negative,1,Customer Service Issue,0.6907,Delta,,_katiewarren,,0,@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated it was a nightmare.,,2015-02-17 10:29:08 -0800,,Arizona
334,173350912,negative,1,Customer Service Issue,1,Southwest,,dallendoug,,0,@SouthwestAir also they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???,,2015-02-17 10:29:22 -0800,Washington DC,
335,-16642048,negative,1,Customer Service Issue,1,Southwest,,dallendoug,,0,"@SouthwestAir not terribly inspired to call ""customer service"" in the future now.",,2015-02-17 10:29:56 -0800,Washington DC,
336,650661888,negative,1,Cancelled Flight,1,US Airways,,erickofiejones,,0,@USAirways No I missed the funeral so I had to take a train back to Newark,,2015-02-17 10:30:55 -0800,,Eastern Time (US & Canada)
337,-1190633472,positive,0,,,Southwest,,mrshossruns,,0,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,,2015-02-17 10:31:24 -0800,,Eastern Time (US & Canada)
338,1791119361,negative,1,Flight Attendant Complaints,1,Southwest,,LedPinkCloudz,,0,@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.,,2015-02-17 10:33:36 -0800,Las Vegas NV,Pacific Time (US & Canada)
339,-675123198,positive,1,,,Virgin America,,Perceptions,,0,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,,2015-02-17 10:33:38 -0800,Fargo ND ( & Tucson AZ),Central Time (US & Canada)
340,1422024704,negative,1,Customer Service Issue,1,US Airways,,tamajared,,0,@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.,,2015-02-17 10:33:52 -0800,DC / MIA,Quito
341,-1374359552,negative,1,Bad Flight,0.3789,US Airways,,ElaineLibrarian,,0,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,,2015-02-17 10:34:06 -0800,Albany NY,Central Time (US & Canada)
342,-171831296,negative,1,Customer Service Issue,1,Southwest,,LedPinkCloudz,,0,@SouthwestAir I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page.,,2015-02-17 10:34:12 -0800,Las Vegas NV,Pacific Time (US & Canada)
343,-2100809728,positive,1,,,US Airways,,lauras_music,,0,@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :),,2015-02-17 10:34:50 -0800,Ohio,Eastern Time (US & Canada)
344,-1407963136,neutral,0,,,Southwest,,Michael_Stirrat,,0,@SouthwestAir Happily! But you need to follow me in order for me to DM you,,2015-02-17 10:34:59 -0800,ÜT: 32.259172-110.788252,Arizona
345,-79167488,negative,1,Customer Service Issue,0.6725,United,,rjewry,,1,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,,2015-02-17 10:35:09 -0800,,
346,-494776318,negative,1,Late Flight,1,Southwest,,sahandmirza,,0,@SouthwestAir Heard apology ~45 times in the &gt;60 mins I was on hold. Now flying from another airport at a different time but delayed AGAIN,,2015-02-17 10:35:16 -0800,San Francisco CA,
347,1128427520,negative,1,Bad Flight,1,Southwest,,LedPinkCloudz,,0,@SouthwestAir in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight.,,2015-02-17 10:35:29 -0800,Las Vegas NV,Pacific Time (US & Canada)
348,1397239808,positive,0,,,United,,swampynomo,,0,@united stay warm - I will be passing through Chicago next week,,2015-02-17 10:35:45 -0800,NJ/NYC,Eastern Time (US & Canada)
349,-402493440,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,,2015-02-17 10:36:04 -0800,USA,Sydney
350,-1350029312,negative,0,Late Flight,0.3366,US Airways,,zachupton,,0,@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,,2015-02-17 10:36:10 -0800,Beavercreek Ohio,
351,-884473856,positive,1,,,Southwest,,Masterpeacefull,,0,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,,2015-02-17 10:36:36 -0800,,Central Time (US & Canada)
352,-1774043135,neutral,1,,,Delta,,CaseyParksIt,,0,@JetBlue if my flight says delayed with estimated departure listed can I arrive at airport Late Flightr?,,2015-02-17 10:36:50 -0800,Chicagoland,
353,516435968,neutral,0,,0,Southwest,,maitlande,,0,@SouthwestAir I absolutely will. Where can I send it?,,2015-02-17 10:36:50 -0800,Boston MA,Eastern Time (US & Canada)
354,1833447425,neutral,0,,0,US Airways,,zachupton,,0,@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough,,2015-02-17 10:36:58 -0800,Beavercreek Ohio,
355,-406315008,neutral,0,,0,Virgin America,,the22207,,0,@VirginAmerica Can you give me Silver Status for 12 months?,,2015-02-17 10:40:11 -0800,,Central Time (US & Canada)
356,1573392385,negative,1,Customer Service Issue,0.6867,US Airways,,Dazoulai,,0,@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,,2015-02-17 10:40:44 -0800,,
357,-385335295,negative,1,Late Flight,1,Delta,,CaseyParksIt,,0,@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers,,2015-02-17 10:41:38 -0800,Chicagoland,
358,-1262342144,positive,1,,,US Airways,,themadhacker13,,0,@USAirways customer service at its finest,,2015-02-17 10:42:07 -0800,East Coast,Eastern Time (US & Canada)
359,-666742784,positive,1,,,Delta,,nickj1399,,0,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,,2015-02-17 10:42:53 -0800,,
360,-49782784,negative,0,Flight Attendant Complaints,0.36,US Airways,,Jack_Kairys,,0,@USAirways then why did my whole team be able to put there carry ons under the plane,,2015-02-17 10:43:51 -0800,,
361,2135429121,negative,1,Late Flight,1,Southwest,,The_Chellers,,0,@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable,,2015-02-17 10:44:46 -0800,Washington DC,Eastern Time (US & Canada)
362,-548929535,neutral,1,,,United,,andtheretheygo,,0,@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?,,2015-02-17 10:45:53 -0800,,
363,659886080,positive,0,,0,United,,pbralick,,0,@united doing a good thing holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time,,2015-02-17 10:45:53 -0800,Colorado,Mountain Time (US & Canada)
364,906493952,negative,1,Flight Attendant Complaints,0.6585,Southwest,,rwcrampton,,0,@SouthwestAir Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time.,,2015-02-17 10:46:23 -0800,Atlanta Georgia,
365,151547905,negative,1,Cancelled Flight,1,US Airways,,BlessedEpiphany,,0,@usairways and @AmericanAir  4 days of Cancelled Flightations I have driven to 3 airports in 3 different states spent more on gas than my flight.,,2015-02-17 10:47:20 -0800,Dallas TX by way of Tampa FL,America/Chicago
366,2076336128,negative,0,Cancelled Flight,0.6737,Southwest,,paigelarae,,0,@SouthwestAir they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?,,2015-02-17 10:49:35 -0800,,Central Time (US & Canada)
367,-376963072,negative,0,Can't Tell,0.3531,US Airways,,BlessedEpiphany,,0,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,,2015-02-17 10:49:54 -0800,Dallas TX by way of Tampa FL,America/Chicago
368,-884858879,positive,0,,0,US Airways,,KristinKlutz,,0,@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?,,2015-02-17 10:50:05 -0800,,
369,1812480000,positive,0,,,Delta,,JayVig,,0,@JetBlue @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat,,2015-02-17 10:50:32 -0800,Jersey City NJ,Eastern Time (US & Canada)
370,-787972096,negative,1,Can't Tell,0.6338,Southwest,,clarelanusse,,0,@SouthwestAir super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport,,2015-02-17 10:50:32 -0800,,Pacific Time (US & Canada)
371,1254637568,neutral,0,,,Delta,,jadidheart,,0,@JetBlue alittle more money to book our flights... we're 1/2 way there :),,2015-02-17 10:50:35 -0800,,
372,-909606911,positive,1,,,Delta,,roxydigital,,0,@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome #JetBlue! #JVMChat,,2015-02-17 10:50:45 -0800,Charlotte NC,Eastern Time (US & Canada)
373,272785408,neutral,0,,0,Southwest,,stephwalker78,,0,@SouthwestAir RDU flights expected to be ok this afternoon and tonight?,,2015-02-17 10:51:09 -0800,Southern Virginia!!!!!!,
374,-2125955072,positive,1,,,Southwest,,colorsflashing6,,0,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!,,2015-02-17 10:51:13 -0800,Nashville TN,Eastern Time (US & Canada)
375,1862819842,neutral,0,,,Delta,,JayVig,,0,@JetBlue @roxydigital Good. I want extra peanuts on my flight then. lol. #JVMChat,,2015-02-17 10:51:29 -0800,Jersey City NJ,Eastern Time (US & Canada)
376,-1740484608,negative,1,Customer Service Issue,1,Southwest,,sahandmirza,,0,"@SouthwestAir is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors""",,2015-02-17 10:51:40 -0800,San Francisco CA,
377,-175632384,negative,1,Bad Flight,0.6524,United,,alecearush,,0,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,,2015-02-17 10:52:24 -0800,,
378,1984065536,positive,1,,,Delta,,jacobhenenberg,,0,@JetBlue @JayVig @roxydigital awww ^_^ R to the T realtime appreciation from JetBlue #rockingthetweets #JVMChat,,2015-02-17 10:53:17 -0800,Melbourne Australia,Melbourne
379,211038208,negative,1,Lost Luggage,1,United,,ms06883,,0,@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,,2015-02-17 10:54:00 -0800,fairfield county connecticut,
380,1887973378,positive,1,,,Delta,,vegecomgirl,,0,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,,2015-02-17 10:54:11 -0800,New York City,Eastern Time (US & Canada)
381,1683255296,positive,1,,,Virgin America,,kellitweets,,0,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.,,2015-02-17 10:54:31 -0800,Texas,Central Time (US & Canada)
382,-95924224,neutral,0,,0,US Airways,,DAngel082,,0,@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(,,2015-02-17 10:55:32 -0800,New York,
383,-1769439232,negative,1,Flight Attendant Complaints,0.6849,US Airways,,afioto,,0,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,[35.20346242 -80.92218024],2015-02-17 10:55:50 -0800,,Central Time (US & Canada)
384,-1295491071,negative,1,Late Flight,0.6768,US Airways,,HelloKansas,,0,@USAirways how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..,,2015-02-17 10:56:17 -0800,Nashville TN,Eastern Time (US & Canada)
385,520224769,negative,1,Late Flight,0.3804,Southwest,,caffiend,,0,@SouthwestAir Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed so I lost my boarding position.,,2015-02-17 10:56:53 -0800,San Antonio TX,Central Time (US & Canada)
386,-1610084352,neutral,0,,,Delta,,vegecomgirl,,0,@JetBlue Well I try! See you soon!! @JayVig,,2015-02-17 10:57:33 -0800,New York City,Eastern Time (US & Canada)
387,-7856128,negative,1,Late Flight,0.7078,US Airways,,simuLate Flightthis,,0,@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay waiting for the baggage to begin loading.,[40.6488643 -73.7944749],2015-02-17 10:57:57 -0800,Queens,Quito
388,985804800,positive,1,,,United,,sarahrib,,0,@united on a good note the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!,,2015-02-17 10:58:41 -0800,Plattsburgh New York,Quito
389,650252288,negative,1,Flight Booking Problems,1,Southwest,,sahandmirza,,0,"@SouthwestAir was earlier for reFlight Booking Problems flight I'm on now. Didn't get a screencap just said ""unspecified error"" and to call SWA",,2015-02-17 10:58:54 -0800,San Francisco CA,
390,-360153088,neutral,1,,,Delta,,JayVig,,0,@JetBlue @vegecomgirl For me it’s not until 6/15.,,2015-02-17 10:59:29 -0800,Jersey City NJ,Eastern Time (US & Canada)
391,-2143141888,negative,1,Flight Attendant Complaints,0.6659,Southwest,,Foxycleo13,,0,@SouthwestAir the woman working the counter in philly at 630 this am needs to be fired. Due to bad weather I along with other passengers,,2015-02-17 10:59:46 -0800,Memphis TN,Central Time (US & Canada)
392,-1153273856,positive,1,,,US Airways,,htmella,,0,@USAirways Haha - that will indeed be a great day!,,2015-02-17 11:00:20 -0800,Washington DC,Quito
393,67641345,negative,1,Flight Attendant Complaints,0.3437,United,,SSest72,,0,@united 1 refused boarding with Nexus. nexus confirmed she should not be refused,,2015-02-17 11:01:05 -0800,,
394,-1106739200,negative,1,Late Flight,0.6563,Delta,,JayVig,,0,@JetBlue 117 days maybe.,,2015-02-17 11:01:12 -0800,Jersey City NJ,Eastern Time (US & Canada)
395,-767016960,negative,0,Flight Booking Problems,0.3404,Southwest,,philipasteen,,0,@SouthwestAir I think I'm shot. Can't find a flight that arrives before business (SAN) on thu. Really want to go too.,,2015-02-17 11:01:37 -0800,Where you want to be!,Central Time (US & Canada)
